artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
Tom Rosenthal,Z-Sides,Lights Are On,4IhTXiZLKATmwhMZIb1GQN,0.44,0.04,3,-16.887,0.0322,0.981,0.465,0.111,0.249,135.965,193749,4,Calm
Maggie Rogers,Notes from the Archive: Recordings 2011-2016,New Song,3PUMPtOSeXSJsBvK43K96b,0.65,0.28,4,-7.442,0.0305,0.495,3.55e-06,0.106,0.103,119.939,382613,3,Calm
Noah Kahan,Cape Elizabeth,Maine,3Z2anmIVG8b1GelyeFQdnP,0.533,0.24,6,-9.512,0.0424,0.729,0.0,0.223,0.265,175.486,232618,4,Calm
Jordy Searcy,Dark in the City,Love & War in Your Twenties,4ZRrMMzxprxmGneblonNz7,0.736,0.525,2,-9.694,0.0296,0.22,0.00153,0.127,0.529,102.986,250547,4,Calm
Noah Cyrus,July (feat. Leon Bridges),July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,0.708,0.211,9,-9.603,0.0424,0.853,0.0,0.131,0.362,72.5,152280,4,Calm
The Head And The Heart,The Head and the Heart,Down in the Valley,0hgfbmstNlUnrNixEhx1VM,0.417,0.395,0,-11.416,0.029,0.505,0.0272,0.113,0.178,105.841,303653,4,Calm
Lizzy McAlpine,Give Me A Minute,To the Mountains,2CK9xYMVdmJMPKZyArVbt4,0.461,0.147,4,-14.022,0.033,0.918,0.000638,0.0846,0.267,78.809,193800,1,Calm
Phoebe Bridgers,Stranger in the Alps,Motion Sickness,6LxcPUqx6noURdA5qc4BAT,0.652,0.545,1,-9.021,0.0358,0.774,0.0428,0.0847,0.626,107.019,229760,4,Calm
Trousdale,Wouldn't Come Back,Wouldn't Come Back,1zeQjPT367QcGrkpIXYjuW,0.602,0.234,11,-9.419,0.0334,0.635,2.54e-06,0.0987,0.307,124.964,219533,4,Calm
Wild Rivers,Songs to Break Up To,Thinking 'Bout Love,3d3LHam2Lc5ADEyJxG3fXE,0.732,0.328,5,-8.13,0.0327,0.487,0.0,0.0677,0.385,141.789,199391,4,Calm
Joy Oladokun,in defense of my own happiness,look up,0oEji7lz6paMOdk97XEK4Z,0.446,0.295,0,-9.711,0.0321,0.829,0.0,0.14,0.197,119.931,213933,3,Calm
Caamp,"Fall, Fall, Fall","Fall, Fall, Fall",4MEhUxj35YRT7mqMaJgcWB,0.569,0.146,6,-12.568,0.046,0.905,0.00951,0.106,0.216,116.928,281180,3,Calm
Harry Styles,Fine Line,Cherry,2IOFZdYYkFxEHVz1w34PoL,0.53,0.512,7,-9.261,0.0259,0.615,0.00453,0.129,0.411,95.946,259187,4,Calm
Hozier,Hozier (Expanded Edition),Cherry Wine - Live,1C042FLYy7rP3MfnkOcnha,0.415,0.11,1,-14.901,0.0388,0.951,0.00236,0.0962,0.234,81.876,240147,4,Calm
Maggie Rogers,Love You For A Long Time,Love You For A Long Time,6QTPacyXkZWG9FMwq6L1hJ,0.707,0.67,9,-6.137,0.0323,0.164,0.00283,0.109,0.822,112.993,223120,4,Calm
The Paper Kites,Woodland - EP,Bloom - Bonus Track,41yIvlFgvGwxq8qTqAR7eG,0.592,0.416,1,-9.794,0.0246,0.882,0.000586,0.112,0.417,96.002,210080,4,Calm
Handsome Ghost,Some Still Morning,Weeds,2wOQdQ3cXCPARPHwOF4UqZ,0.579,0.325,0,-9.835,0.0284,0.721,2.24e-06,0.403,0.428,79.985,253670,4,Calm
Lorde,Stoned at the Nail Salon,Stoned at the Nail Salon,0WLVSnKqQBK4UPom1TESHK,0.466,0.113,2,-13.325,0.0414,0.947,7.53e-05,0.0986,0.104,125.369,266432,4,Calm
Noah Kahan,Cape Elizabeth,Anyway,5FwlCxV2Q4xjTywLsD3Kxe,0.65,0.156,7,-10.686,0.0338,0.742,0.0,0.126,0.243,133.919,312146,4,Calm
Taylor Swift,folklore,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4,Calm
Abby Cates,Roadtripsong,Roadtripsong,7bZP1hWx4jVnRUr0FgZ4nR,0.529,0.0759,2,-17.689,0.0331,0.656,0.0,0.156,0.353,139.683,221143,3,Calm
The Lumineers,Walls,Walls,3UpEsDQyd6eyRQzgQdNyGo,0.609,0.44,10,-6.32,0.0265,0.692,0.0,0.0688,0.43,108.427,199119,4,Calm
Novo Amor,Birthplace,State Lines,7CoMBpPTwQi2wPT0U0Nr9b,0.509,0.31,9,-10.623,0.0313,0.959,0.229,0.0963,0.151,137.474,208653,3,Calm
The Head And The Heart,The Head and the Heart,Rivers and Roads,7d1GPc45c9wtmYxNSwLXTy,0.501,0.177,0,-9.795,0.0345,0.707,3.17e-05,0.0762,0.19,131.183,284000,3,Calm
Big Red Machine,Latter Days (feat. Anaïs Mitchell),Latter Days (feat. Anaïs Mitchell),3fTucukFycdzQQR3gczZAU,0.706,0.329,0,-10.07,0.0286,0.734,0.0115,0.102,0.232,130.03,218427,4,Calm
Matt Hartke,London's Song,London's Song,1Mk9ou2m6hsEZJYuNRJFpO,0.562,0.266,4,-14.852,0.0409,0.928,0.000626,0.0983,0.493,88.968,178573,4,Calm
Lord Huron,Lonesome Dreams,Ends of the Earth,4yyg2J2uXOjCtCyT64984C,0.555,0.584,4,-8.667,0.0301,0.274,0.0228,0.254,0.41,120.965,284147,4,Calm
Caamp,Caamp,Vagabond,3HAgxyWGeJtIVabS2mTREt,0.571,0.399,4,-11.919,0.0364,0.766,0.0146,0.0926,0.611,141.922,129464,4,Calm
Henry Jamison,Still Life (feat. Joseph),Still Life (feat. Joseph),1Lp6ewfK7ABZWemResfRyK,0.522,0.541,4,-8.743,0.0356,0.0513,0.000201,0.0788,0.27,132.082,228867,4,Calm
The Staves,Good Woman,Nothing’s Gonna Happen,4WM5HfHQZ0N4o8HDNwRmRk,0.36,0.209,2,-12.289,0.0322,0.77,5.1e-05,0.129,0.213,75.349,216747,4,Calm
The Lumineers,Cleopatra,Sleep On The Floor,5MMZJtHOiH1RmQSSe3DJdg,0.389,0.431,7,-8.061,0.0344,0.249,0.0,0.13,0.275,142.14,211851,4,Calm
Bendigo Fletcher,Sugar in the Creek,Sugar in the Creek,7ceIJcA4Scip0WlJwwUnTS,0.317,0.696,11,-7.844,0.0512,0.607,0.00086,0.108,0.68,144.95,251747,4,Calm
Hollow Coves,Wanderlust,Coastline,2KCqAdd2ad0hpJc5ySoTE8,0.67,0.496,2,-11.23,0.0277,0.627,0.00325,0.0584,0.427,100.17,233973,4,Calm
Big Red Machine,Phoenix (feat. Fleet Foxes & Anaïs Mitchell),Phoenix (feat. Fleet Foxes & Anaïs Mitchell),5fwabfmJtYmNbcNd2ISl3x,0.482,0.671,5,-7.135,0.0412,0.454,0.000159,0.0791,0.547,137.836,255533,4,Calm
Birdtalker,Better Days,Better Days,02HJc2G0BfiJBJhet27Scm,0.536,0.286,2,-12.444,0.0287,0.41,0.00671,0.136,0.242,89.74,201627,4,Calm
Novo Amor,Bathing Beach,Anchor,7qH9Z4dJEN0l9bidizW7fq,0.457,0.407,9,-11.475,0.0308,0.805,0.884,0.126,0.126,117.053,257533,4,Calm
Sarah Kinsley,The King,The King,4M6XHrTc4RtdgKN9gzEAM6,0.631,0.67,6,-6.175,0.052,0.0776,0.112,0.086,0.746,108.973,206373,4,Calm
Caiola,Only Real When Shared,Alaska,5p0WgCCVI5LnWaUEXv1OBl,0.462,0.417,3,-8.533,0.0342,0.86,0.00347,0.106,0.348,100.979,225379,4,Calm
Caamp,Caamp,All the Debts I Owe,6255IIBwKySv6RYrOeHfQh,0.483,0.486,0,-11.062,0.0434,0.753,0.00479,0.134,0.466,92.048,193049,4,Calm
Lizzy McAlpine,When The World Stopped Moving: The Live EP,Angelina,4F30FT7ic362rA5sUujirY,0.418,0.122,11,-16.5,0.0556,0.93,3.7e-05,0.109,0.214,169.11,225500,4,Calm
The Lumineers,Cleopatra,Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,0.664,0.573,5,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4,Calm
Dustin Tebbutt,Resin,Resin,6AmrRS8slCMxGUZePjV6dH,0.259,0.373,1,-12.925,0.0275,0.895,0.181,0.118,0.196,83.295,203940,4,Calm
Various Artists,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Rosyln,4k7x3QKrc3h3U0Viqk0uop,0.329,0.277,10,-13.111,0.0302,0.971,0.024,0.0971,0.121,159.719,289560,3,Calm
Allison Ponthier,Faking My Own Death,Faking My Own Death,0GoTonjhYLPM7NVKqliTTt,0.383,0.419,11,-9.835,0.0564,0.801,0.000268,0.221,0.211,81.206,238829,4,Calm
Uwade,The Man Who Sees Tomorrow / Lodarore,The Man Who Sees Tomorrow,3tML0isKJJ3DJUQKcm3L0e,0.257,0.213,11,-11.787,0.0364,0.77,0.0,0.363,0.209,55.309,211733,3,Calm
Bon Iver,"For Emma, Forever Ago",Re: Stacks,2LthqyP0MLhGUBICwR1535,0.676,0.0812,2,-22.846,0.0398,0.979,0.416,0.118,0.314,125.053,401413,4,Calm
Mt. Joy,Mt. Joy,Silver Lining,0i5QVxsK3IvEDbUjTA64Li,0.541,0.616,0,-6.53,0.028,0.00114,1.09e-06,0.151,0.203,144.218,198600,4,Calm
Roo Panes,I Just Love You,I Just Love You,0q7kQr5gUO8SxzNfru6k9s,0.542,0.644,2,-9.358,0.0296,0.584,0.362,0.055,0.425,164.888,195453,4,Calm
Courtney Marie Andrews,Old Flowers,If I Told,2Ckv1DTVTt5UPdnWutOO7h,0.283,0.221,10,-15.344,0.0423,0.841,0.000595,0.0975,0.299,80.413,298013,4,Calm
Vance Joy,Nation of Two,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8,-4.381,0.0468,0.484,0.0,0.222,0.706,99.995,214720,4,Calm
Beta Radio,All Remains,Tongue Tied - Acoustic,0lltDjxNE19ciwRInP4qPX,0.429,0.278,7,-14.927,0.0299,0.845,0.374,0.127,0.377,154.086,185250,4,Calm
Ryn Weaver,The Fool,Pierre,31c1V9xUONZYk78NE4Id8D,0.607,0.827,9,-4.282,0.0484,0.289,2.95e-06,0.718,0.552,100.062,202747,4,Calm
Watchhouse,Watchhouse,New Star,5XCySQu79sw9DDCuAjdn2R,0.683,0.488,2,-8.733,0.0266,0.605,0.0554,0.13,0.424,113.387,185728,4,Calm
Harrison Storm,Breathe Again (Acoustic),Breathe Again - Acoustic,4i7kl1EAd9zgYsJ2wcCD0M,0.651,0.433,10,-7.826,0.0362,0.631,0.0,0.146,0.182,123.027,198382,4,Calm
Ocie Elliott,Slow Tide,Take Me Home,0nbQvHWnm5Wq25SFXpfQGp,0.735,0.234,6,-11.113,0.0284,0.907,0.00112,0.0998,0.21,109.837,181958,4,Calm
Old Sea Brigade,Call Me When You Land,Call Me When You Land,4oRgpwXGPigjcEkp0mPgad,0.689,0.485,5,-10.157,0.0311,0.452,0.0512,0.432,0.567,116.004,287623,4,Calm
Nathaniel Rateliff,And It’s Still Alright,And It's Still Alright,2tRxHjEkdgGMv9kZbOyqOH,0.521,0.492,3,-9.127,0.0297,0.689,0.619,0.118,0.301,77.585,235747,4,Calm
Donovan Woods,"Hard Settle, Ain't Troubled","Portland, Maine",12niARgkwxGsklcEwh6GlG,0.606,0.349,4,-13.967,0.0319,0.764,0.306,0.112,0.156,80.071,203870,4,Calm
Foxwarren,Foxwarren,Sunset Canyon,4YvOkz9IrldHkWiDZremSr,0.672,0.334,1,-10.194,0.0322,0.304,0.0637,0.317,0.434,110.205,260090,4,Calm
Tall Heights,Hear It Again,Hear It Again,4CLPOmWL4IPkLa7vC0RFQU,0.521,0.691,6,-7.936,0.0339,0.0113,0.00107,0.0927,0.53,89.974,233533,4,Calm
Leith Ross,I'd Have to Think About It,I'd Have to Think About It,50lUr1G0TYol01m2RlqPzZ,0.508,0.213,5,-13.998,0.0364,0.829,1.11e-05,0.123,0.512,100.764,150141,4,Calm
Maggie Rogers,Heard It In A Past Life,Alaska,4HfLQJtVT1KiX1eVedDyTm,0.847,0.386,9,-10.668,0.0507,0.411,0.00176,0.108,0.178,104.001,188000,4,Calm
Angus & Julia Stone,Snow,Chateau,62oCnK99vT8HOgwPsvXuiM,0.662,0.585,5,-11.255,0.0367,0.658,0.881,0.102,0.606,129.979,273533,4,Calm
Noah Gundersen,A Pillar of Salt,Sleepless in Seattle,1NwqQ7E9NfQ4GW2a9LDMNI,0.308,0.194,11,-12.421,0.0305,0.679,0.00272,0.101,0.326,90.343,240813,4,Calm
Gregory Alan Isakov,The Weatherman,The Universe,5SOV1dyQQJx98X4yY17bCI,0.426,0.243,1,-13.477,0.036,0.815,0.112,0.134,0.215,125.653,256600,4,Calm
Andrew Belle,Nightshade,Spectrum,5pEmeoMUW38w1oU3kPelvR,0.539,0.717,3,-7.385,0.031,0.000298,0.111,0.125,0.212,117.973,265507,4,Calm
Aisha Badru,The Way Back Home,The Way Back Home,52Xwn8r3KLcwgHO0wyDNbC,0.47,0.329,2,-16.57,0.0382,0.685,0.000183,0.085,0.102,82.148,214361,4,Calm
Clean Cut Kid,Mother’s Milk,"Get Born, Grow up and Move Away",6kzo6FPHeAiJ9Fu0ep6Vyh,0.549,0.483,10,-12.556,0.0406,0.702,0.0195,0.19,0.233,79.121,142453,3,Calm
Christian Lee Hutson,Beginners,Northsiders,4EPLcAKK32fBbMi8yu4aSd,0.438,0.281,9,-14.448,0.035,0.657,0.000305,0.109,0.377,137.398,223507,3,Calm
The Milk Carton Kids,The Only Ones,I'll Be Gone,2z4NCsQxVucYfAeUU1ljE2,0.593,0.447,7,-10.497,0.0325,0.862,8.78e-05,0.116,0.195,114.235,144947,4,Calm
gigi,Sometimes (Backwood),Sometimes (Backwood),5ysFFsqJFcsX8Rez67j2tv,0.41,0.174,3,-11.405,0.0328,0.767,0.00197,0.114,0.0694,105.292,153000,4,Calm
Lizzy McAlpine,doomsday,doomsday,27KG1LszbO6bBHA0tPgeuW,0.409,0.266,1,-9.63,0.0333,0.584,0.0,0.103,0.119,133.566,268433,3,Calm
Lord Huron,Strange Trails,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3,Calm
Alex G,Race,Gnaw,4KwttC1ZokLqillyhJgSe8,0.583,0.623,9,-8.495,0.0275,0.605,0.699,0.115,0.301,99.024,201789,4,Calm
Aoife O'Donovan,Phoenix,Phoenix,2xtgvbuwqBgjI89UmCHApY,0.436,0.496,0,-13.45,0.0336,0.465,0.00341,0.0808,0.682,86.476,210196,4,Calm
Ondara,Tales Of America,Lebanon,2FYMVOK6wtkysaKuNWUfk9,0.819,0.143,0,-10.711,0.0404,0.564,3.15e-05,0.111,0.486,109.24,206880,4,Calm
Ásgeir,The Sky Is Painted Gray Today,The Sky Is Painted Gray Today,6IMK8QiJ4ehdOGNGmIXUgA,0.522,0.192,10,-15.844,0.0337,0.897,0.000936,0.109,0.331,133.47,221682,3,Calm
Lucy Dacus,Going Going Gone (Edit),Going Going Gone - Edit,60IxJQA2o7CJ5GFO7DTd9T,0.693,0.196,11,-12.253,0.0352,0.955,0.0627,0.124,0.568,114.227,167812,4,Calm
Adrianne Lenker,songs,anything,4PwWESSlTwzvw9B7bmtTLS,0.412,0.289,3,-12.953,0.0407,0.779,2.36e-05,0.0883,0.533,83.653,202047,4,Calm
Fleetwood Mac,Rumours (Super Deluxe),Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,Calm
JOSEPH,Honest,Honest,5a96KdnfSUrqIURvskDO5j,0.415,0.231,10,-9.905,0.0292,0.791,0.00248,0.177,0.256,105.64,162566,4,Calm
SYML,Where's My Love,Where's My Love - Acoustic,1eKvw144NYPlDjR0wQoGLW,0.554,0.225,3,-11.324,0.0281,0.892,0.0321,0.107,0.221,104.007,239880,4,Calm
Bonny Light Horseman,Bonny Light Horseman,Mountain Rain,36ZiMWFlFhIPwpgC2kA1Yj,0.571,0.334,2,-9.437,0.065,0.848,0.0247,0.0521,0.553,78.921,159885,4,Calm
Vancouver Sleep Clinic,The Wire,The Wire,2fvgn1xCyf0VQ5o33ZCoc6,0.382,0.182,7,-12.856,0.0306,0.821,0.000399,0.0929,0.129,81.293,180440,4,Calm
Gone Gone Beyond,2030,Coast,53l8hswqklbWd7XXqDEMtq,0.76,0.439,5,-12.218,0.0336,0.712,0.000358,0.0945,0.334,102.008,209712,4,Calm
The Mountain Goats,Tallahassee,No Children,5cxnSTLzGD1t9xcdmJYFVB,0.607,0.411,1,-7.566,0.0414,0.603,0.000671,0.103,0.412,84.94,168307,4,Calm
Waxahatchee,Saint Cloud +3,Light of a Clear Blue Morning,5slPetmTwOHfqpEFFDMzyn,0.665,0.311,7,-9.886,0.0292,0.799,0.0,0.103,0.421,118.005,278457,4,Calm
Novo Amor,Birthplace,Repeat Until Death,5PzWVmfzu7rePAuFkxPQf0,0.233,0.15,1,-11.736,0.0336,0.982,0.36,0.154,0.0875,143.887,234080,3,Calm
Lana Del Rey,Chemtrails Over The Country Club,Chemtrails Over The Country Club,7bPWdJgx8vek7S5i5yAtvG,0.334,0.276,4,-13.125,0.0643,0.877,0.000249,0.113,0.429,201.025,271177,3,Calm
Jeremy Zucker,love is not dying,"oh, mexico",3dT28suh6dzuW7qF79Nf4F,0.558,0.35,8,-13.244,0.0839,0.874,0.246,0.378,0.376,78.045,184480,4,Calm
Lionlimb,Ultraviolet,Ultraviolet,0atoPGT6rAGWcMnaPUuCtn,0.514,0.509,5,-10.253,0.0277,0.194,0.0252,0.104,0.484,142.072,230431,4,Calm
Vance Joy,Dream Your Life Away (Special Edition),Fire and the Flood,6liNJDyWJjyHAgDnAX95bw,0.596,0.827,5,-4.402,0.0372,0.0242,0.0,0.0958,0.329,115.034,249382,4,Calm
Angelo De Augustine,Tomb,"You Needed Love, I Needed You",61E4DgklZb36Oxn8el9NNy,0.54,0.18,2,-13.982,0.0422,0.928,0.00498,0.109,0.535,88.985,205657,4,Calm
Patrick Watson,A Mermaid in Lisbon,A Mermaid in Lisbon,6A8BvPrNOo5l1j3c80KhAb,0.428,0.447,6,-10.755,0.0377,0.706,0.00393,0.195,0.532,79.222,208649,4,Calm
Milo Greene,Milo Greene,1957,08cXy6KUizaAelYXtcew3w,0.388,0.595,1,-9.799,0.0325,0.663,5.58e-05,0.178,0.596,190.043,204213,4,Calm
Bibio,Sleep On The Wing,Sleep On The Wing,6A6ELFKSmU4Sgnfem0SyRd,0.38,0.333,9,-11.507,0.0284,0.8,0.891,0.134,0.358,79.891,210040,3,Calm
Laufey,Love Flew Away,Love Flew Away,5uAtnvrLOUDcTp9sfpxaQt,0.411,0.361,5,-8.466,0.0302,0.92,2.36e-06,0.102,0.315,86.325,147347,4,Calm
Bon Iver,"For Emma, Forever Ago",Skinny Love,2cbic3TiUENlJX91y67ARR,0.593,0.263,4,-14.029,0.0567,0.844,5.36e-06,0.127,0.109,76.379,238520,4,Calm
Fenne Lily,BREECH (acoustic),Hypochondriac - acoustic,1voad61aPwZdcwGy4UV3dl,0.506,0.107,3,-16.107,0.0404,0.94,0.000216,0.111,0.408,132.535,210421,4,Calm
mehro,SKY ON FIRE,chance with you,7qFtcljd0PZ5kJZos70YjT,0.562,0.494,4,-8.13,0.0278,0.864,0.0259,0.153,0.383,144.104,215516,4,Calm
Anthony Hamilton,Love Is The New Black,Superstar,0PKcHf6NgPitUVFwzKnz3c,0.403,0.493,6,-8.037,0.0339,0.456,1.13e-05,0.0736,0.14,113.952,395493,4,Calm
Yebba,Distance,Distance,08W9Md8HXeJrx3omSQE2NF,0.601,0.511,0,-7.297,0.038,0.68,0.252,0.0732,0.469,139.955,255800,4,Calm
Emily King,See Me,See Me,0vtDLpnv8weWM33Wn29rXo,0.501,0.199,6,-13.768,0.0343,0.905,0.000431,0.108,0.371,167.851,210373,4,Calm
PJ Morton,The Piano Album,How Deep Is Your Love - Acoustic Version,1iovqTYo2kvTWRGhRQPDPV,0.298,0.188,6,-13.395,0.0421,0.935,0.0,0.696,0.34,185.805,244621,4,Calm
Tweet,Neva Gonna Break My Heart Again,Neva Gonna Break My Heart Again,7c9d8GYjOixUL7I3o2BJn0,0.236,0.715,8,-7.85,0.212,0.055,0.0145,0.372,0.209,189.688,318521,4,Calm
